"评论编号","评论用户","评论微博","评论内容"
"15076","一枚别致的疯子同学啊","1137","10分钟！一个电话止损36万！"
"15077","鱼之微笑518","1137","10分钟！一个电话止损36万！"
"15078","老班长谢Sir","1137","“小马虎”们看这里。[doge]"
"15079","一枚别致的疯子同学啊","1137","您好，我是一名上海在读研究生，2018年11月4日在网上瞬间被骗5万元，其中被骗子蛊惑贷款了3万，其余2万是我攒来还国家助学贷款的，到现在案子没有任何进展，警察说没有线索，钱回不来了。骗子利用感情博取你的信任，然后诱导你买彩票进行诈骗，可恶至极，希望警方重视，能早日破案！"
"15080","平安金凤","1137","【10分钟！一个电话止损36万！】"
"15081","佩冬Sabrina","1137","那是绍兴市反欺诈中心的电话。其他地区的电话呢？"
"15082","安庆望江公安华阳派出所","1137","转发微博"
"15083","商州公安","1137","快速接警止付，最大限度挽回损失"
"15084","咖啡虞_JM","1137","10分钟，运气不好的话，银行的客服还没有接通。"
"15085","雨城警方","1137","骗子套路多，时刻要提防！如果被诈骗，赶紧去报案！大家可以看看在线君的这个案例"
"15086","如皋市公安局","1137","【10分钟！一个电话止损36万！】"
"15087","-威笑","1137","记住了。81234567反欺诈中心"
"15088","吸甲醛的绿萝","1137","赞"
"15089","湘潭公安","1138","[热评]敬畏生命，珍惜生命，遇到挫折，人生不言弃，加油！"
"15090","丷Calm","1138","[热评]回复"
"15091","平安江苏","1138","[热评]帅[心]//"
"15092","深山·不老林","1138","[热评]帅[心]//"
"15093","平安江苏","1138","[热评]帅[心]//"
"15094","AQX爱青霞","1138","不管日子多难，也要为了爱我们的人，好好活着。"
"15095","人形貓咪neko","1138","英雄！ 拯救了生命 [泪][心]"
"15096","人形貓咪neko","1138","英雄！ 拯救了生命 [泪][心]"
"15097","一杯凍開水","1138","正义个毛线啊！一堆外资企业驻扎的搞笑胜利！国产008的黑白无常在红酒后劲异地操下药投毒无形之刃你都不知道啦！军区退伍都要创业请吃请喝！而且你就算你沙县小吃那样全国分店都比不过卖当劳与肯德基啊！左桥合作物业，右海合租菊花零食！国营戏命师鹿鼎公都需要预约001.002单位支援治疗了！人前人后！"
"15098","丷Calm","1138","正义个毛线啊！一堆外资企业驻扎的搞笑胜利！国产008的黑白无常在红酒后劲异地操下药投毒无形之刃你都不知道啦！军区退伍都要创业请吃请喝！而且你就算你沙县小吃那样全国分店都比不过卖当劳与肯德基啊！左桥合作物业，右海合租菊花零食！国营戏命师鹿鼎公都需要预约001.002单位支援治疗了！人前人后！"
"15099","活尸化日益严重的老年人","1138","正义个毛线啊！一堆外资企业驻扎的搞笑胜利！国产008的黑白无常在红酒后劲异地操下药投毒无形之刃你都不知道啦！军区退伍都要创业请吃请喝！而且你就算你沙县小吃那样全国分店都比不过卖当劳与肯德基啊！左桥合作物业，右海合租菊花零食！国营戏命师鹿鼎公都需要预约001.002单位支援治疗了！人前人后！"
"15100","马蹄山带头大哥","1138","正义个毛线啊！一堆外资企业驻扎的搞笑胜利！国产008的黑白无常在红酒后劲异地操下药投毒无形之刃你都不知道啦！军区退伍都要创业请吃请喝！而且你就算你沙县小吃那样全国分店都比不过卖当劳与肯德基啊！左桥合作物业，右海合租菊花零食！国营戏命师鹿鼎公都需要预约001.002单位支援治疗了！人前人后！"
"15101","l8green","1138","什么牌子的防盗门？"
"15102","我要励志当男神","1138","看到是无锡觉得一点都不惊讶，无锡治安是真的好。"
"15103","算命先生有点胖","1138","[微风]"
"15104","如皋市公安局","1138","[微风]"
"15105","淮南公安交警在线","1138","[微风]"
"15106","aka彦祖","1138","[微风]"
"15107","猫猫他妈","1138","[微风]"
"15108","你可以叫我威廉","1138","无锡牛逼。"
"15109","幸福吗小禹","1138","无锡牛逼。"
"15110","菩提树下为谁祈福","1138","无锡牛逼。"
"15111","细察纷纷之念","1138","帅！"
"15112","湘潭公安","1138","敬畏生命，珍惜生命，遇到挫折，人生不言弃，加油！"
"15113","动感超人左左","1138","敬畏生命，珍惜生命，遇到挫折，人生不言弃，加油！"
"15114","天中政法","1138","敬畏生命，珍惜生命，遇到挫折，人生不言弃，加油！"
"15115","一兄","1138","人家死的权利都没有？"
"15116","明朝这些事_80724","1139","人家死的权利都没有？"
"15117","陇南徽县公安","1139","转发微博"
"15118","平安抚顺","1139","ATM机前歹徒爱玩的几个阴招↓↓办案民警教你如何防范！"
"15119","碌曲公安","1139","【ATM机前歹徒爱玩的几个阴招↓↓办案民警教你如何防范！】"
"15120","锦州公安","1139","[话筒][话筒][话筒]"
"15121","不吃香菜的虫子酱","1139","[doge]我也眼红…"
"15122","一枚别致的疯子同学啊","1139","您好，我是一名上海在读研究生，2018年11月4日在网上瞬间被骗5万元，其中被骗子蛊惑贷款了3万，其余2万是我攒来还国家助学贷款的，到现在案子没有任何进展，警察说没有线索，钱回不来了。骗子利用感情博取你的信任，然后诱导你买彩票进行诈骗，可恶至极，希望警方重视，能早日破案！"
"15123","小海午后","1139","现在有了移动支付，真的很少用atm了"
"15124","商州公安","1139","ATM机前歹徒爱玩的几个阴招↓↓办案民警教你如何防范！"
"15125","tianjin日报还7钱","1139","ATM机前歹徒爱玩的几个阴招↓↓办案民警教你如何防范！"
"15126","12321举报中心","1139","ATM机前歹徒爱玩的几个阴招↓↓教你如何防范！"
"15127","合阳公安","1139","ATM机前歹徒爱玩的几个阴招↓↓办案民警教你如何防范！"
"15128","漕泾镇","1139","ATM机前歹徒爱玩的几个阴招↓↓办案民警教你如何防范！"
"15129","柒VII布丁猫","1139","这个图做的。。眼有点花"
"15130","营口公安微博","1139","这个图做的。。眼有点花"
"15131","晓晓琴琴w","1139","[话筒][话筒][话筒]"
"15132","陇南成县抛沙司法所","1139","[话筒][话筒][话筒]"
"15133","夏尔啊","1140","[热评]就这种违反交通法规的  还有那种骑着三轮车拐弯都不带回头的老爷子老太太，就应该严惩"
"15134","乌后旗公安局呼和镇派出所","1140","[热评]转发微博"
"15135","-LY___","1140","[热评]各路口循环播放"
"15136","陈店","1140","我爸也是曾经骑摩托车被小货车刮倒，躺了半个月医院，十多年后人走了，宁等三分不抢一秒，车祸真的会很痛苦，对伤者和家属都是一种伤害，请遵守交通规则吧"
"15137","开开朗","1140","明知道违法成本低 还不改改"
"15138","睫毛精zzl","1140","明知道违法成本低 还不改改"
"15139","托Brick的福","1140","骑电动车的朋友们 你们知不知道世界上有种人叫二把刀司机？长点心吧"
"15140","倒腾车滴","1140","害人害己"
"15141","小婷下厨房","1140","叱咤马路的不是玛莎拉蒂也不是保时捷，而是电动车🛵"
"15142","仲贤_宜兴","1140","电瓶车驾照搞起来 学费抬起来"
"15143","yx妍欣","1140","电瓶车驾照搞起来 学费抬起来"
"15144","余杭区看守所","1140","电瓶车驾照搞起来 学费抬起来"
"15145","君君万三","1140","这种横冲直撞的人都以为自己是金刚葫芦娃呢"
"15146","夏尔啊","1140","这种横冲直撞的人都以为自己是金刚葫芦娃呢"
"15147","夏尔啊","1140","这种横冲直撞的人都以为自己是金刚葫芦娃呢"
"15148","微顺德","1140","这种横冲直撞的人都以为自己是金刚葫芦娃呢"
"15149","H赫波H","1140","这种横冲直撞的人都以为自己是金刚葫芦娃呢"
"15150","京都看雨","1140","这种横冲直撞的人都以为自己是金刚葫芦娃呢"
"15151","京都看雨","1140","吓得我赶紧闯了一个红灯"
"15152","超峰上的曙光","1140","吓得我赶紧闯了一个红灯"
"15153","俄冇王孒病丶95692","1140","都是一个“弱势群体”惯出来的臭毛病"
"15154","疯狂钻石XI","1140","都是一个“弱势群体”惯出来的臭毛病"
"15155","木子仁鑫","1140","转这个！骑电动的才不看！依旧我行我素！只有真的保护守法者才是合理！"
"15156","解放碑的钟不摆了","1140","我可能是骑电动车的一股清流吧：我下雨天拐急弯倒过一次 但是速度很慢所以只是磨破皮，然后我和我同事以前骑车他跟着我后面，每次我都打转向灯，等红灯让行人的基本操作他都会感觉很费解，他说你这是做给谁看呢，我不做给谁看，得为自己生命负责，这种死法真的很难看[微笑]"
"15157","CFA大蓝猫","1140","我相信有的人如果能活下来肯定会遵守交通规则。但是不可能了。藐视规则的人总会要接受因果。"
"15158","妮妮的99清和","1140","然而，汽車還要賠償"
"15159","傻大宁","1140","为什么要配这么燃的音乐[疑问][疑问][疑问]"
"15160","鸡冠花5","1140","电动车想怎么变道！超车！逆行！超速！！那是成年人自己的决定，只希望他们全责的时候，也负起应该承担的所有后果！不要再做为什么弱势姿态！！让没有过错的另一方赔付！"
"15161","彩色相片中黑白小熊猫","1140","很多骑电动车的，无视规则，出事了就弱势群体…"
"15162","姸昧","1140","有些人开车否是凭感觉来"
"15163","波可多","1140","卧槽，要死一个人去好啦，还带着孩子，有没有一点点儿责任心？！"
"15164","周文利MR","1140","穿红裙子的，还有两个这么小的孩子"
"15165","Ss丶LT0","1140","这些人害了自己不说还害了别人[摊手]别人按着交通规则开车遇到这种不遵守交通规则的人还要赔偿对方[摊手]还会给别人留下阴影"
"15166","夏尔啊","1140","这些人害了自己不说还害了别人[摊手]别人按着交通规则开车遇到这种不遵守交通规则的人还要赔偿对方[摊手]还会给别人留下阴影"
"15167","丶豆干儿","1140","统考科目一不行吗？交通标志交通法规不考试，有人会去学着认吗？"
"15168","虎纠小依拔","1140","BGM整怎么热血是干啥[二哈][二哈][二哈]"
"15169","联盟徳灰烬","1140","就是交通法规和事故后你们交警和稀泥执法造成了现在电动车的肆无忌惮，电瓶车上快车道出事一律全责还要赔对方损失还会想现在这样吗？"
"15170","我爱小新一辈子","1140","防不胜防"
"15171","何处寻开心01","1140","极度舒适 果真是看着解气"
"15172","大王派我来巡山13579","1140","车祸猛于虎"
"15173","没错主C没救了","1140","有很多开着电动车跟开坦克似的，横冲直撞的，什么红灯在他/她们的眼里，都是绿灯[黑线][黑线][黑线]，希望这个能严管"
"15174","大卫_杨","1140","怪谁？"
"15175","Allen_Chaos_Z","1140","别教育不守规矩的人 得狠狠惩罚不守规矩的人 还有执法的别再和稀泥了 对得起纳税人的税吗？"
"15176","我有超能力","1140","毕竟撞了多个爹，有恃无恐[吃瓜]"
"15177","一边凉快儿去","1140","每次看这种情况，我都想说开车的真没责任。从心里根本不想赔，有本事你就关我，老子就不出钱就不赔，看谁耗死谁！"
"15178","磨刀小娘子","1140","杭州西兴地铁口看一下，每天都有一群摩的到处乱串，交警一走又开工了。上班的男男女女根本不看红绿灯，一点都不怕死，为什么有那么多车祸，就是因为有这些总在死路上串的人"
"15179","鲁小班啊","1140","看到那个货车了吗？压过去都不带停车的，不是因为司机心狠啥的，而是因为电动车所在的位置是司机的视野盲区，根本就不知道有人，所以离货车远一点，不然撞了人家都不知道"
"15180","琴酒S1996","1140","电动车，摩托车的眼中是没有信号灯这一说的，只要是路就开，管他那个去了，反正汽车敢撞我，最低还要人道一下。所以，广大汽车驾驶员们，远离电动车吧。"
"15181","爱真理18","1140","强烈建议公安部硬性规定电动车销售门店必须营业时间播放此交通事故视频，让购车者知道交通违法的代价是什么！！这远比苦口婆心地讲交通法规要管用的多少！"
"15182","资本家桥","1140","上周五车子在路口刚起步，就被电动三轮车老大爷撞了右边后门。只好自认倒霉 [摊手]"
"15183","茂林山翁","1140","电动二轮车、电动三轮车就一具具驶动的棺材、飞行的坟墓！[怒]🙈"
"15184","铁板烧章鱼","1140","我爸已经拐弯道靠边让它，电瓶车没减速直接怼上来，交警来了直接对交警说我电瓶车没刹车，交警判我爸全责，对方找医生查出个手臂轻微骨裂赔了八千多。它没刹车他撞上来无责，你开车的想刹车躲都躲不掉你说神奇不神奇"
"15185","Eepada","1140","个人认为，个别的一些骑电动闯红灯，不看灯，横穿马路带孩子的妈妈们，没有资格做妈妈"
"15186","商州公安","1140","转发微博"
"15187","小怪兽路明非S","1140","电动车真的是为所欲为，车绿灯的时候把自己当绿灯，人行道绿灯的时候又把自己当行人，想走哪儿就走哪儿，逆向上人行林荫道，各种骚操作，不死几个真的不长记性[二哈]"
"15188","撇王","1140","不是说转发给骑电动车的人而是转给所有不遵守交规的人，不管是骑车的还是开车的"
"15189","问你就说没看见我","1140","给他们看这些有用吗？立法吧 电动车违法通行发生交通事故 机动车无责 什么10% 什么人道主义 都省省吧 ！他自己的命都不要了 反而让我们去拿所谓的人道主义保护他们？！！不荒唐吗？不可笑吗？"
"15190","paladin归来","1140","为什么要闯红灯啊"
"15191","-LY___","1140","各路口循环播放"
"15192","Windancer风舞者","1140","沒有约束的自由无一例外的引向毁灭"
"15193","中度失眠","1140","由于违法成本低？你也知道啊？那你改啊。汽车没违章就不应该负责。"
"15194","安化公安","1140","生命只有一次！转给所有骑电动车的人"
"15195","TotaLiGod","1140","生命只有一次！转给所有骑电动车的人"
"15196","人心与狗sty","1140","看的爽 这种电瓶车不遵守交通规则 是对自己的生命和别人不负责 要付出代价的"
"15197","打滚求网名","1140","那个直接往人家汽车头上怼过来的看的还有点过瘾。。。这种人不撞出点什么问题来，才不知道自己在马路有多狠。"
"15198","milsikar筑","1140","后面有撞一大货的，三个都是擦边过。。。简直"
"15199","villaaaaaaaa_","1140","达尔文开心的笑了"
"15200","今夜无眠心情不好了","1140","生命只有一次"
"15201","月落幽燕","1140","都他妈缺心眼子！"
"15202","包头交警","1140","【生命只有一次！转给所有骑电动车的人】"
"15203","钦北检察院大寺检察室","1140","【生命只有一次！转给所有骑电动车的人】"
"15204","三十字母","1140","为什么不针对性大力度管理？看微博的都是开车的坐车的，骑车的人大多数没有微博！"
"15205","一起走啦v","1140","为什么不针对性大力度管理？看微博的都是开车的坐车的，骑车的人大多数没有微博！"
"15206","愿来世无来世","1140","【生命只有一次！转给所有违反交通法规的人】是人犯错，不是车的问题。懂吗。"
"15207","轻舟一楫","1140","只要规定电动车违法被撞就全责，相信情况会好很多的。"
"15208","乌后旗公安局呼和镇派出所","1140","转发微博"
"15209","本来无一物何处惹尘埃123456","1140","电动车太可恶了，根本不遵守交通规则！警察还不作为！"
"15210","凌下一渡","1140","世界上没有后悔药，当把自己的生命交给别人的时候就死了没有区别，特别是带孩子出行的时候，遵守交通规则，注意行车安全！不要让那些幼小的生命还没有来得及绽放光彩就凋谢！"
"15211","视浮云白","1140","那些违反交通法则的人，看着就生气，害人又害己"
"15212","海豚湾恋人Y","1140","国家应拿出相应的法律法规来规范这些行为"
"15213","兰兰小绿","1140","瞎骑一通"
"15214","静水流深hp","1140","阿弥陀佛，都自觉遵守交通规则"
"15215","龙之丑牛","1140","大人撞死是活该！最糟心是看到电动车载着小孩出事故的，哎！！！"
"15216","招财星人","1140","那些外卖员才是可怕，抢道闯红灯逆行，好几次差点被撞到"
"15217","生命中不能承受之qin","1140","那些外卖员才是可怕，抢道闯红灯逆行，好几次差点被撞到"
"15218","貌似高智商","1140","BGM好燃！"
"15219","天天围着小蓝鲸转的寰哥","1140","我见过的电动车从来都是瞎骑，跟行人跟机动车抢道抢斑马线逆行见过太多了，气不打一处来"
"15220","小牛牛到此一游","1140","我上班的路，有特别宽的辅路，但是就是那么多电动车非在主路上跟汽车去挤，搞不懂。。。"
"15221","盛泽姑苏一狼","1140","咱镇上南三环，西二环，7公里，绿花带外，非机车道就没电动车，全在机动车道内，也没见过交警拦过。"
"15222","Triangel86","1140","电动车撞出了天女散花的效果"
"15223","紫韵幽兰06","1140","违法成本低吗？不是丢命就是半残！"
"15224","奔跑的基米花","1140","还不是因为你们和稀泥！你们要是改改执法行为，对违法的严惩不贷，狠狠治治这些电动车，让他们赔偿司机的一切损失，看看以后谁还敢仗着自己骑的是电动车横冲直撞"
"15225","太阳没有月亮","1140","看的就舒服"
"15226","快手陈","1140","[允悲]"
"15227","做梦都想暴富暴瘦的江小果","1140","纵观评论，看来每个地方的电动车都一样经常违章啊[允悲]"
"15228","高唐僧","1140","不是法律纵容他们敢这样？？"
"15229","大爱FUTA","1140","撞飞后不知道记住了没"
"15230","宣武崇文哪去了","1140","看着解气！每一个镜头都是想做而不敢做的！（原谅如此说确实快被这些电动车逼疯了）"
"15231","赢评","1140","这音乐配的也是很豪放啊.............."
"15232","金小姐黄太太","1140","现在的电瓶车都这样，超讨厌"
"15233","杨阳洋羊6","1140","搞不懂，骑电动车带小孩还敢闯红灯，不看车，不知道那些骑车的心里都是怎么想的！"
"15234","资阳人","1140","下辈子注意点就是了"
"15235","一呱来一","1140","我去，亡灵序曲"
"15236","合金熊猫Garvey","1140","如果没看错的话，视频中没有一个电动车是正常行驶的[并不简单]"
"15237","给我一片天cx","1140","999999"
"15238","林中路远","1140","遵守交通规则"
"15239","-兔子猫-","1140","主要还是执法人员不尊法守法，一切以自己工作方便为要务，这才是问题根源"
"15240","平安鄢陵","1140","主要还是执法人员不尊法守法，一切以自己工作方便为要务，这才是问题根源"
"15241","碎砂石00","1140","我一直认为这种人就是没有吃到亏"
"15242","最後兩公里","1140","每个都撞了，好舒爽"
"15243","风一样的在水一方51020","1140","遇见这样的，先减速，实在不行，装上去，别打方向，，跟它撞，自己事不大"
"15244","孤独的旅人1990","1140","反正有监控，看监控如果确定是电动车违规行驶，造成的伤害，机动车司机不承担任何责任。看以后谁还敢这样骑电动车"
"15245","神走位的气球","1140","看着都疼"
"15246","我想要只小蜗","1140","首先我觉得，这不是机动车司机陪不陪的问题，电车得赔偿机动车修理费[费解]"
"15247","灰灰喵喵158","1140","大街上的王者！"
"15248","不不听不听飞鞋点金","1140","所以是活该啊，法律不严谨啊，说得再多有用吗"
"15249","我就是想取个长名字看到底能多长","1140","30秒的那一场事故，电动车是躺枪呀"
"15250","黑龙隐海","1140","必须严惩电动车违章。"
"15251","敲里妈啊啊","1140","必须严惩电动车违章。"
"15252","離開式不見","1140","害人害己"
"15253","VitaminPanda","1140","只要违规一方负全责，这些就少了"
"15254","平遥日昇昌","1140","不是违法成本低，是执法和稀泥。"
"15255","浪少527","1140","骑电动车必须考证，电动车也必须上牌！"
"15256","正在升级请稍后","1140","你也知道违法成本低！"
"15257","云上面有朵草草","1140","只要是电动车违章导致，就该他们全责，机动车一毛不给。"
"15258","龚家湾公安交警","1140","珍爱生命，遵守交规！"
"15259","没错就是阿杜","1140","电动车:我就随便骑！有本事你撞我啊！撞不死我让你下辈子不得安宁！撞死我你也要赔一大笔钱！反正某些人只会和稀泥，我就是骑到大马路上别机动车也没人管我！"
"15260","和谐的小球儿芈","1140","电动车的常规操作 见怪不怪了......"
"15261","晓晓琴琴w","1140","[话筒][话筒][话筒]"
"15262","H赫波H","1140","编辑能不能不把亡灵序曲，安排在这种视频上，你玩儿过魔兽吗，不要以为亡灵序曲，真的是给死人写的？我很认真的在和你说话了，麻烦你删了，重新配曲子"
"15263","无锡空港001","1140","转发微博"
"15264","服部半藏_正成","1140","都是惯的毛病 闯红灯撞死撞伤 司机零责不赔偿"
"15265","善良的丑小鸭ff","1140","还有电动车开的快，撞了行人跑路的，没有违法成本。。。"
"15266","Megumi__","1140","有些人真的以为大马路是他家的，别人不敢撞，根本不看路上的人车"
"15267","解放东路走玖遍","1140","违法成本低怎么办？"
"15268","高速交警陈小白","1140","有一种危险叫电动车横冲直撞"
"15269","曝光_123","1140","交规什么时候能改改？？不要再袒护这些人！！！！！！！！！！！！！！！！"
"15270","夏尔啊","1140","就这种违反交通法规的  还有那种骑着三轮车拐弯都不带回头的老爷子老太太，就应该严惩"
"15271","琳达琳达CC","1140","有些电动车车主转向灯不开就冲到你前面"
"15272","城阳交警夏庄中队","1140","转发微博"
"15273","宿州砀山公安在线","1140","生命只有一次！转给所有骑电动车的人"
"15274","警务e石路","1141","生命只有一次！转给所有骑电动车的人"
"15275","陇南徽县公安","1141","转发微博"
"15276","平安上城","1141","转发微博"
"15277","碌曲公安","1141","转发微博"
"15278","平安杏花鼓楼","1141","转发微博"
"15279","龙龙龙大少","1141","能带白酒嘛，想带点白酒回家给爷爷"
"15280","漕泾镇","1141","能带白酒嘛，想带点白酒回家给爷爷"
"15281","山大动保协会","1141","春节带爱宠回家全攻略[太阳]"
"15282","工山镇官微","1141","转发微博"
"15283","苏州市娄门派出所","1141","转发微博"
"15284","芜湖身边事","1141","转发微博"
"15285","平安临安","1141","转发微博"
"15286","楚卿意","1141","囧了[笑cry]"
"15287","二九子","1141","还有一点，非洲猪瘟疫区的猪肉及制品不能带上火车，切记！"
"15288","二甲小范","1141","转发微博"
"15289","射洪公安","1141","[话筒]"
"15290","玄幻熊猫89","1141","[围观]"
"15291","二甲派出所","1141","转发微博"
"15292","逝川_一生沙尔克","1141","还想买指甲油的，算了不买了，以及最后一张图是……你猜？"
"15293","亲爱的听暖是个矛盾体","1141","染发剂能带吗？日本的泡沫染发剂"
"15294","陇南成县抛沙司法所","1141","染发剂能带吗？日本的泡沫染发剂"
"15295","贵州头条新闻","1141","[心]"
"15296","兄友弟恭晋三胖","1141","最后是啥？"
"15297","wjk稀饭你","1141","最后一张图是？[doge]"
"15298","莫离丶午夜","1141","最后一张图是？[doge]"
"15299","方名文123456789","1141","长知识了！"
"15300","江淮气象","1141","长知识了！"
"15301","新乡警方在线","1141","长知识了！"
"15302","他说那是西府海棠","1141","最后一张图丢了……"
"15303","平安抚顺","1141","央视提醒：这些“年货”不能带上火车！转发周知！"
"15304","丁之胡","1141","涨知识了……"
"15305","不平凡的二零一八","1141","有用"
"15306","年华天年","1141","最后一张图不见了！"
"15307","卷子豆皮儿包子馅儿","1141","火车上的随身物品注意事项！"
"15308","0寒青","1141","火车上可以吃火锅？[吃惊]"
"15309","一叶知秋微直播","1141","火车上可以吃火锅？[吃惊]"
"15310","快速路交警","1141","准备返家的你，都记住了吗？"
"15311","小名汤圆","1141","[偷笑][偷笑]腊肉可以带我就放心了，老妈做了十斤给我们年后带来吃[爱你]"
"15312","模糊男女","1141","[偷笑][偷笑]腊肉可以带我就放心了，老妈做了十斤给我们年后带来吃[爱你]"
"15313","流星圣06615","1141","把自己带回家，就是最好的年货了[嘻嘻]"
"15314","小揪揪__","1142","[热评]希望他们别做伤害孩子的事情[微笑]"
"15315","yx妍欣","1142","[热评]希望他们别做伤害孩子的事情[微笑]"
"15316","余杭区看守所","1142","[热评]希望他们别做伤害孩子的事情[微笑]"
"15317","超峰上的曙光","1142","[热评]希望他们别做伤害孩子的事情[微笑]"
"15318","董柠萌","1142","我知道了，警察同志辛苦了[心][心]"
"15319","陇南徽县公安","1142","转发微博"
"15320","浩猪YYH","1142","对 国家应该在书本知识中体现这样的知识"
"15321","Mr-ZYOYO","1142","好，这个大家都该看看"
"15322","Mr-ZYOYO","1142","好"
"15323","py资深潜水员","1142","好"
"15324","南京铁路公安丹阳所","1142","好"
"15325","平安黑水110","1142","期望孩子们健康成长，远离危险，永远平安！"
"15326","平谷公路","1142","期望孩子们健康成长，远离危险，永远平安！"
"15327","弦虽断曲犹扬_","1142","一定要好好教育孩子，让孩子知道这些。"
"15328","idanielxuan","1142","给孩子的，很好的教育视频！"
"15329","二甲派出所","1142","转发微博"
"15330","热啊_热啊_热啊","1142","转发微博"
"15331","晓晓琴琴w","1142","转发微博"
"15332","一起走啦v","1142","转发微博"
"15333","晓晓琴琴w","1142","[中国赞][中国赞][中国赞][心][心][心][赞啊][赞啊][赞啊]一定要告诉孩子们，什么是不安全接触？如何拒绝。"
"15334","小揪揪__","1142","希望他们别做伤害孩子的事情[微笑]"
"15335","南京铁路公安丹阳所","1142","转发微博"
"15336","热心公民小余","1143","[热评]比他们累的人全国数不胜数，愿意干他们活的人也数不胜数[摊手]"
"15337","汴梁孙悟空","1143","[热评]已转[强]"
"15338","扶我起来_我还能买","1143","[热评]各位警察叔叔，身体不好就不要硬来，哪怕破个皮，也要疗养半年，一定要注意体检，如果有什么大病就申请文职工作，毕竟突发心梗，不算谋杀[doge]"
"15339","加油13757549","1143","【致敬这群为保你我平安负重前行的人】"
"15340","启东市公安局","1143","致敬这群为保你我平安负重前行的人"
"15341","碌曲公安","1143","【你愿为他们发条微博吗？致敬这群为保你我平安负重前行的人】"
"15342","狼朝1987","1143","面对黑暗，把光明留给别人。"
"15343","乐山特巡警","1143","生命只有一次，祝愿战友们每一次出警都要平安归来！"
"15344","安庆望江公安华阳派出所","1143","转发微博"
"15345","祝胖哒们平安健康幸福快乐","1143","[中国赞][中国赞][中国赞][中国赞][中国赞][中国赞]"
"15346","木易草2036","1143","[good][good][good]"
"15347","湛江e警通","1143","[good][good][good]"
"15348","小笨观世界","1143","[good][good][good]"
"15349","波塞冬416","1143","致敬！"
"15350","万顺叫车","1143","点赞这群驻守在祖国南疆的铮铮硬汉！"
"15351","滦州公安网络发言人","1143","转发微博"
"15352","鑫小谢","1143","[good][good][good]"
"15353","嘭乜七嘢","1143","致敬"
"15354","马彩艳律师","1143","负重前行的人，赞一个"
"15355","我是一个大沛jiang","1143","感谢"
"15356","二甲派出所","1143","转发微博"
"15357","汴梁孙悟空","1143","已转[强]"
"15358","司空辰羽","1143","[心][心][心]"
"15359","湖北高速交警江夏大队","1143","转发微博"
"15360","请等我在远方","1143","转发微博"
"15361","华人之光照亮世界","1143","转发微博"
"15362","战略观察员","1143","转发微博"
"15363","元筐","1143","我是人民警察，始终屹立挺拔，打击违法犯罪，我们绝不后退。"
"15364","薇蓝氷","1143","我是人民警察，始终屹立挺拔，打击违法犯罪，我们绝不后退。"
"15365","相忘诺坎普","1143","我是人民警察，始终屹立挺拔，打击违法犯罪，我们绝不后退。"
"15366","莫穿金缕衣","1143","什么时候给英雄们费下景区的门票？"
"15367","天大心宽","1143","转发微博"
"15368","晓晓琴琴w","1143","致敬这群为保护我们平安负重前行的英雄！[中国赞][中国赞][中国赞][赞啊][赞啊][赞啊]"
"15369","亲爱的茶香妞妞","1143","【早安[太阳]】致敬!他们负重前行背向亲人时，祈愿他们都能平安归来微笑拥抱亲人。[米奇比心]"
"15370","情报与防务的睿浩","1143","转发微博"
"15371","未曾读书","1143","致敬"
"15372","战忽局南方局","1143","我们愿意发，也请法院和民宗委懂得珍惜他们的合法权益。"
"15373","扶我起来_我还能买","1143","各位警察叔叔，身体不好就不要硬来，哪怕破个皮，也要疗养半年，一定要注意体检，如果有什么大病就申请文职工作，毕竟突发心梗，不算谋杀[doge]"
"15374","热心公民小余","1143","比他们累的人全国数不胜数，愿意干他们活的人也数不胜数[摊手]"
"15375","成利财让","1143","转发微博"
"15376","丞芯丞義","1143","致敬这群可爱的人"
"15377","步兵将军冼辉","1143","互殴被打死的东北警察从地下爬起来给点个赞你们收吗？"
"15378","抱着小猫抓你","1143","谢谢你们，愿你们全家平安健康"
"15379","亲情211314","1143","致敬"
"15380","情归何处love","1143","转发微博"
"15381","唯愛澍的橘","1143","[鲜花][鲜花][鲜花][鲜花][鲜花][鲜花]"
"15382","不稳重的叔叔","1144","手刹不是更好用吗"
"15383","喝酸奶的丸三明叔","1144","手刹不是更好用吗"
"15384","愤怒的熊猫1030","1144","手动挡的S5"
"15385","万顺叫车","1144","新手福利：老司机教你手动挡车快速起步技巧，太实用了！"
"15386","linye被占用昵称","1144","新手福利：老司机教你手动挡车快速起步技巧，太实用了！"
"15387","普通市民黄先生","1144","熟练了就好，大部分新手都要经历过这个问题"
"15388","晓晓琴琴w","1144","[赞啊][赞啊][赞啊]"
"15389","yangsulation","1144","手刹呢？"
"15390","LiarMaiq","1144","四千转弹开离合[吃瓜]"
"15391","学霸浪迹天涯-06","1144","手刹呢"
"15392","东城山炮王","1144","手刹呢"
"15393","逐鹿征中原","1144","学车的时候教练不是教过吗？"
"15394","他的","1144","早上好"
"15395","张yi40108","1144","[微笑]"
"15396","快速路交警","1145","[热评]这里的不卡[允悲]"
"15397","花甜味","1145","[热评]2018年1月29日实名举报南阳市以陈运昌为首的黑恶势力犯罪团伙 ，和对我长达6年的迫害，遭到其组织30名黑社会人员到我家打击报复，挑衅蹲点监视、跟踪辱骂已经一年了，我们没办法正常生活，报警近20次，仲景派出所始终不予出警处理，南阳市公安局副局长郝一克亲自指示压着不予处理"
